30: Number of 30-Weighted-Directed-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      ( 9, 46, 58.658)
      (10,  0, 43.683)
      (10,  5, 18.505)
      (10,  6, 49.177)
      (10, 46, 82.111)
      (10, 54, 74.554)
      (11,  3, 40.421)
      (11, 15, 12.125)
      (11, 18, 10.323)
      (11, 29, 48.394)
      (11, 32, 45.735)
      (11, 58, 47.654)
      (12,  2, 99.811)
      (12, 14, 70.435)
      (12, 22, 20.020)
      (12, 24, 53.745)
      (12, 31, 31.844)
      (12, 37, 64.400)
      (12, 47, 61.146)
      (12, 48,  1.364)
      (12, 49, 16.463)
      (12, 59, 70.314)
      (13,  7, 47.401)
      (13,  9, 45.278)
      (13, 14, 47.550)
      (13, 26, 70.472)
      (13, 35, 66.119)
      (13, 51, 79.194)
      (13, 53, 92.357)
      (13, 55, 85.586)
      (14, 12, 99.410)
      (14, 15, 42.839)
      (14, 25, 15.445)
      (14, 42, 77.399)
      (14, 48,  6.468)
      (15,  3, 99.769)
      (15,  4, 38.037)
      (15, 12, 74.933)
      (15, 14, 73.196)
      (15, 20, 91.462)
      (15, 24, 42.048)
      (15, 39, 40.098)
      (15, 42, 70.294)
      (15, 44, 91.507)
      (15, 54, 42.309)
      (15, 57, 49.109)
      (16,  3, 72.651)
      (16,  8, 30.953)
      (16,  9, 51.289)
      (16, 10, 98.524)
      (16, 27,  4.267)
      (16, 29, 33.626)
      (16, 46, 83.349)
      (16, 51, 60.426)
      (17,  5,  3.010)
      (17, 14, 30.157)
      (17, 26, 45.313)
      (17, 33, 79.431)
      (17, 56, 55.319)
      (18, 10, 14.155)
      (18, 17, 10.831)
      (18, 32, 33.404)
      (18, 48, 25.847)
      (18, 50, 42.746)
      (18, 53, 78.668)
      (18, 59, 64.966)
      (19,  2, 16.257)
      (19,  5, 75.575)
      (19, 10, 78.431)
      (19, 24, 93.899)
      (19, 35, 73.067)
      (19, 44, 14.927)
      (19, 55, 69.528)
      (20,  3, 99.479)
      (20,  5, 80.831)
      (20, 26, 71.746)
      (20, 58, 50.458)
      (21, 13, 98.468)
      (21, 31, 99.426)
      (21, 42, 85.298)
      (21, 43,  1.865)
      (21, 44, 85.997)
      (21, 52, 78.920)
      (21, 53, 28.420)
      (21, 54, 65.706)
      (22,  3, 78.931)
      (22, 10, 35.726)
      (22, 20, 47.979)
      (22, 40, 33.494)
      (22, 52, 92.527)
      (22, 54, 58.491)
      (23, 22, 80.603)
      (23, 36, 64.262)
      (23, 40, 67.275)
      (24,  3, 92.803)
      (24,  9, 13.606)
      (24, 17, 15.355)
      (24, 23, 37.607)
      (24, 31, 59.823)
      (24, 36, 65.292)
      (24, 47, 58.228)
      (24, 56, 83.698)
      (25,  5, 41.364)
      (25, 10, 43.754)
      (25, 18, 57.004)
      (25, 38, 78.811)
      (25, 43, 13.059)
      (26, 21, 95.003)
      (26, 24, 89.824)
      (26, 31, 16.598)
      (26, 44, 86.774)
      (26, 52, 39.916)
      (27,  0, 10.812)
      (27,  6, 30.059)
      (27,  7, 55.922)
      (27, 12, 33.961)
      (27, 20, 11.596)
      (27, 29, 73.795)
      (27, 33,  9.191)
      (27, 44, 74.911)
      (27, 59, 22.855)
      (29,  0, 46.204)
      (29, 12, 69.284)
      (29, 19,  9.746)
      (29, 20, 34.349)
      (29, 27, 64.575)
      (29, 28, 60.015)
      (29, 48, 42.832)
      (29, 55, 79.301)
      (30, 13, 22.666)
      (30, 25, 58.406)
      (30, 27, 45.356)
      (30, 28, 78.519)
      (30, 40, 53.654)
      (30, 44,  1.336)
      (30, 54, 32.778)
      (31,  9, 28.168)
      (31, 14, 37.003)
      (31, 21,  1.645)
      (31, 33, 38.252)
      (31, 45,  3.400)
      (31, 50, 52.050)
      (31, 53, 86.089)
      (32,  1, 44.843)
      (32, 10, 51.013)
      (32, 13, 28.968)
      (32, 28, 94.029)
      (33,  4,  6.545)
      (33, 32, 83.553)
      (33, 48, 45.997)
      (33, 59, 11.524)
      (34,  2, 98.133)
      (34,  4, 46.626)
      (34,  7, 13.446)
      (34, 14, 17.041)
      (34, 29, 12.507)
      (34, 45, 66.810)
      (35,  0, 10.228)
      (35,  1, 36.985)
      (35,  2, 93.098)
      (35,  7, 27.162)
      (35, 10, 39.217)
      (35, 15, 59.508)
      (35, 22, 59.044)
      (35, 23, 79.152)
      (35, 30, 67.483)
      (35, 49, 65.936)
      (36, 14, 11.732)
      (36, 26, 92.233)
      (36, 53, 57.183)
      (37,  8, 95.577)
      (37, 11, 78.899)
      (37, 12, 49.810)
      (37, 36, 40.536)
      (37, 38, 80.905)
      (37, 49, 69.816)
      (37, 53, 26.424)
      (38,  8, 65.608)
      (38, 19, 41.123)
      (38, 22, 75.642)
      (38, 32, 96.382)
      (39,  9, 28.141)
      (39, 38, 15.970)
      (39, 50, 13.318)
      (39, 52, 26.309)
      (40,  9, 23.399)
      (40, 34, 79.135)
      (40, 35, 79.376)
      (40, 39,  3.452)
      (40, 43, 13.032)
      (40, 53, 99.226)
      (40, 55, 76.162)
      (40, 58, 10.695)
      (41,  3, 55.370)
      (41,  8, 74.928)
      (41,  9, 75.373)
      (41, 17, 87.028)
      (41, 32, 30.827)
      (41, 35, 76.987)
      (41, 49, 74.139)
      (41, 54, 59.542)
      (41, 58, 56.690)
      (41, 59, 48.637)
      (42, 30,  3.910)
      (42, 47, 27.906)
      (42, 50, 99.832)
      (42, 55, 35.720)
      (43,  1, 88.857)
      (43,  5,  4.309)
      (43,  7, 81.553)
      (43, 16, 29.587)
      (43, 17, 96.886)
      (43, 21, 29.295)
      (43, 26, 57.245)
      (43, 36, 96.458)
      (43, 51, 45.098)
      (43, 57, 62.425)
      (44, 10, 14.278)
      (44, 23, 64.019)
      (44, 31, 61.456)
      (44, 49, 84.339)
      (45,  3,  9.146)
      (45, 15, 25.366)
      (45, 52, 27.927)
      (46,  2, 20.911)
      (46, 43,  3.194)
      (46, 58, 87.185)
      (47,  0, 60.236)
      (47,  5, 21.793)
      (47, 10, 33.821)
      (47, 13, 90.533)
      (47, 22, 51.550)
      (47, 30, 76.055)
      (47, 33, 23.104)
      (47, 46, 73.007)
      (47, 49, 58.563)
      (47, 51, 63.031)
      (47, 53, 12.619)
      (47, 57, 23.013)
      (48,  2, 13.250)
      (48, 19, 11.728)
      (48, 22, 64.956)
      (48, 39, 44.661)
      (48, 51, 43.922)
      (49,  2, 53.850)
      (49,  4, 52.805)
      (49, 20, 75.703)
      (49, 22, 80.249)
      (49, 38, 27.079)
      (49, 44, 33.438)
      (49, 47, 30.171)
      (50,  1, 35.950)
      (50,  2, 99.376)
      (50, 11, 31.417)
      (50, 15, 73.985)
      (50, 22, 96.397)
      (50, 25, 42.230)
      (50, 27, 57.500)
      (50, 35, 76.704)
      (50, 36, 95.477)
      (50, 39, 84.644)
      (50, 41, 44.502)
      (50, 42, 45.625)
      (50, 43, 89.547)
      (50, 47, 47.268)
      (50, 57, 50.795)
      (51, 17, 64.011)
      (51, 20, 86.961)
      (51, 38, 87.100)
      (51, 43, 90.165)
      (52,  0, 52.186)
      (52, 22, 58.867)
      (52, 35, 76.166)
      (52, 38, 97.670)
      (53, 12, 85.106)
      (53, 16, 93.281)
      (53, 18, 34.800)
      (53, 22, 23.288)
      (53, 24, 43.850)
      (53, 39, 43.679)
      (53, 40, 46.277)
      (53, 42, 46.353)
      (53, 43, 22.208)
      (53, 45, 34.457)
      (53, 59, 41.406)
      (54,  8, 65.846)
      (54, 32, 12.858)
      (54, 48, 36.927)
      (55,  8, 15.209)
      (55, 41, 14.828)
      (56,  0, 50.026)
      (56, 10, 54.173)
      (56, 29, 60.657)
      (56, 34, 66.729)
      (56, 47, 20.484)
      (57,  2, 91.477)
      (57,  5, 76.583)
      (57,  6, 20.024)
      (57, 15, 99.016)
      (57, 24, 12.593)
      (57, 38, 15.674)
      (57, 45, 42.406)
      (57, 47, 67.100)
      (57, 51, 37.322)
      (57, 52, 66.295)
      (57, 54, 59.370)
      (57, 58,  9.138)
      (58,  1, 68.717)
      (58, 23, 11.569)
      (58, 29, 17.423)
      (58, 33, 27.653)
      (58, 37, 49.760)
      (58, 38,  2.753)
      (58, 39, 64.612)
      (58, 47, 97.383)
      (59, 28, 42.354)
      (59, 31,  7.990)
      (59, 47, 91.172)
      (59, 48, 54.737)
      (59, 52, 13.460) } |E|=380 
---------------- 

** G24: |V|=65
(u, v, weight) E = { 
      ( 0, 11, 57.737)
      ( 0, 24, 72.412)
      ( 0, 25, 86.307)
      ( 0, 30, 28.407)
      ( 0, 31, 60.483)
      ( 0, 45, 11.307)
      ( 0, 52, 85.911)
      ( 0, 54, 57.814)
      ( 0, 58, 99.768)
      ( 0, 64, 78.674)
      ( 1,  4, 52.850)
      ( 1,  6, 77.520)
      ( 1, 11, 78.869)
      ( 1, 25, 55.104)
      ( 1, 27, 38.188)
      ( 1, 35, 95.815)
      ( 1, 39,  1.970)
      ( 1, 51, 92.174)
      ( 1, 55, 16.677)
      ( 1, 57, 34.484)
      ( 1, 60, 52.510)
      ( 2, 10,  1.114)
      ( 2, 12, 42.360)
      ( 2, 13, 13.790)
      ( 2, 16, 49.925)
      ( 2, 34, 75.159)
      ( 2, 40, 96.396)
      ( 2, 50, 54.569)
      ( 3, 12, 39.575)
      ( 3, 13, 65.275)
      ( 3, 14, 19.351)
      ( 3, 22, 48.307)
      ( 3, 33, 80.884)
      ( 3, 40, 28.732)
      ( 3, 42, 40.171)
      ( 3, 44, 63.286)
      ( 4, 23, 15.637)
      ( 4, 32, 17.145)
      ( 4, 38, 15.320)
      ( 4, 39, 65.187)
      ( 4, 42, 24.487)
      ( 4, 57, 94.747)
      ( 4, 59, 84.729)
      ( 4, 60, 32.292)
      ( 4, 61, 71.782)
      ( 4, 64, 90.433)
      ( 5,  0, 96.084)
      ( 5,  4,  6.115)
      ( 5, 13, 71.646)
      ( 5, 15, 81.219)
      ( 5, 17, 34.608)
      ( 5, 24, 34.279)
      ( 5, 38,  2.509)
      ( 5, 44, 57.618)
      ( 5, 61, 39.592)
      ( 6, 35, 91.006)
      ( 6, 39, 58.244)
      ( 6, 41,  1.992)
      ( 6, 43, 68.322)
      ( 6, 49, 57.530)
      ( 6, 50, 97.754)
      ( 6, 53, 64.327)
      ( 6, 57,  0.273)
      ( 6, 62, 43.752)
      ( 6, 64, 87.533)
      ( 7,  8, 30.603)
      ( 7, 10, 49.380)
      ( 7, 11, 80.762)
      ( 7, 47, 94.060)
      ( 7, 52, 78.150)
      ( 8, 34, 48.817)
      ( 8, 39,  7.074)
      ( 8, 50, 74.893)
      ( 8, 64,  3.825)
      ( 9, 15, 25.179)
      ( 9, 31, 64.401)
      ( 9, 53, 65.819)
      ( 9, 56, 23.294)
      (10,  4, 20.991)
      (10,  5, 47.355)
      (10, 13, 47.540)
      (10, 15, 29.650)
      (10, 18,  9.184)
      (10, 21, 76.684)
      (10, 32, 36.637)
      (11, 12, 81.128)
      (11, 22, 92.221)
      (11, 33, 33.109)
      (11, 35, 22.217)
      (11, 41,  3.290)
      (11, 56, 71.229)
      (11, 64,  0.863)
      (12, 11, 12.565)
      (12, 17, 62.919)
      (12, 27, 49.869)
      (12, 42, 37.683)
      (12, 50, 47.186)
      (12, 59, 58.339)
      (13,  0, 32.893)
      (13,  6, 55.118)
      (13, 14, 93.710)
      (13, 31, 34.551)
      (13, 53, 77.971)
      (13, 58, 81.129)
      (13, 59, 59.675)
      (14,  4, 49.432)
      (14,  5, 82.021)
      (14, 10, 45.875)
      (14, 34, 27.061)
      (14, 60, 47.033)
      (14, 63, 73.687)
      (15,  4, 17.658)
      (15, 20, 28.752)
      (15, 49, 83.389)
      (15, 52,  2.082)
      (15, 55, 36.369)
      (15, 57, 23.090)
      (16,  4, 46.876)
      (16, 18,  5.010)
      (16, 61, 21.619)
      (16, 63,  6.214)
      (16, 64, 50.145)
      (17, 13, 86.382)
      (17, 29, 90.753)
      (17, 33, 87.845)
      (17, 41, 73.771)
      (17, 51, 90.814)
      (18,  0, 57.967)
      (18, 14,  1.566)
      (18, 19, 20.879)
      (18, 42, 43.527)
      (18, 47, 62.898)
      (19,  0,  0.975)
      (19, 37, 59.129)
      (19, 38, 75.993)
      (19, 41, 70.776)
      (19, 56,  2.297)
      (19, 59, 77.632)
      (19, 60, 90.852)
      (19, 63, 99.994)
      (20, 11, 82.641)
      (20, 24, 63.547)
      (20, 31, 14.160)
      (20, 42, 78.013)
      (20, 47, 17.201)
      (21, 18, 51.761)
      (21, 46, 32.366)
      (21, 49, 96.669)
      (21, 52, 26.436)
      (21, 63, 81.389)
      (22,  1, 51.101)
      (22, 24, 77.464)
      (22, 32, 40.706)
      (22, 55, 94.176)
      (23,  8, 59.384)
      (23, 11, 97.691)
      (23, 14, 70.096)
      (23, 21, 91.222)
      (23, 29, 44.227)
      (23, 37,  0.770)
      (23, 44, 61.547)
      (23, 48, 29.265)
      (23, 57, 46.459)
      (24,  2, 85.493)
      (24,  5, 68.084)
      (24, 35, 91.559)
      (24, 36, 19.912)
      (24, 37, 54.220)
      (24, 42, 36.458)
      (24, 45, 54.756)
      (24, 55,  8.177)
      (24, 59, 78.843)
      (25,  4, 99.856)
      (25, 12, 17.374)
      (25, 44, 56.155)
      (25, 47, 94.320)
      (25, 57, 57.986)
      (26,  7, 47.632)
      (26,  8, 81.074)
      (26, 15, 40.058)
      (26, 17, 84.064)
      (26, 36, 29.241)
      (26, 41, 95.996)
      (26, 45,  1.307)
      (26, 48,  9.240)
      (26, 53, 12.247)
      (27, 19, 23.777)
      (27, 32, 55.080)
      (27, 39, 36.236)
      (27, 44, 94.307)
      (27, 47, 76.367)
      (27, 56, 72.601)
      (28,  7, 67.711)
      (28, 12, 20.008)
      (28, 23, 45.082)
      (28, 39, 11.897)
      (28, 44, 61.662)
      (29,  8, 83.656)
      (29, 25, 78.411)
      (29, 31, 28.302)
      (29, 32, 35.463)
      (29, 44, 45.559)
      (29, 53, 99.407)
      (29, 54, 83.018)
      (29, 56, 96.010)
      (29, 57, 55.958)
      (29, 60, 74.849)
      (29, 63, 75.349)
      (29, 64, 55.753)
      (30,  4, 16.477)
      (30,  8, 89.541)
      (30, 10, 70.974)
      (30, 18, 81.102)
      (30, 31, 43.062)
      (30, 45, 65.804)
      (30, 46, 11.694)
      (30, 64, 53.100)
      (31,  0,  6.399)
      (31,  7, 44.740)
      (31, 10, 47.386)
      (31, 20, 30.393)
      (31, 26, 64.647)
      (31, 30, 25.700)
      (31, 34, 85.594)
      (31, 39, 58.588)
      (32,  7,  7.273)
      (32, 61, 89.921)
      (32, 62, 18.529)
      (33,  9, 99.400)
      (33, 16, 90.815)
      (33, 42, 89.404)
      (33, 48, 84.942)
      (33, 55, 92.012)
      (33, 62, 58.178)
      (34, 15, 52.203)
      (34, 17, 15.668)
      (34, 25, 18.666)
      (34, 44, 57.851)
      (34, 52, 72.717)
      (34, 55, 99.370)
      (35,  3, 14.823)
      (35, 10, 35.383)
      (35, 64, 24.257)
      (36,  2, 17.034)
      (36,  6, 78.631)
      (36, 15, 54.215)
      (36, 24, 18.366)
      (36, 37, 91.185)
      (37,  3, 29.385)
      (37,  6, 35.703)
      (37,  8, 37.034)
      (37, 14, 21.105)
      (37, 19,  9.861)
      (37, 36, 37.682)
      (37, 62, 50.717)
      (38,  3, 45.523)
      (38,  5, 60.546)
      (38, 19, 80.613)
      (38, 20,  2.677)
      (38, 24, 82.956)
      (38, 25, 64.707)
      (38, 26,  5.065)
      (38, 30, 94.100)
      (38, 40, 12.277)
      (38, 64, 17.963)
      (39,  1, 80.794)
      (39, 24, 96.271)
      (39, 35, 20.852)
      (40,  1, 29.590)
      (40, 29,  8.435)
      (40, 39, 56.458)
      (40, 44, 42.766)
      (40, 49, 22.757)
      (40, 60, 48.303)
      (41, 16, 77.922)
      (41, 23, 27.874)
      (42,  5, 11.279)
      (42, 12, 43.719)
      (42, 23, 78.974)
      (42, 31, 97.618)
      (42, 38, 58.246)
      (42, 51, 32.293)
      (43, 12, 54.340)
      (43, 22, 69.086)
      (43, 28, 68.193)
      (43, 41, 85.204)
      (43, 59, 43.808)
      (44, 11, 23.432)
      (44, 21, 35.132)
      (44, 33, 46.310)
      (45,  0,  2.056)
      (45, 12, 26.778)
      (45, 20, 93.199)
      (45, 21,  3.340)
      (45, 28, 80.845)
      (45, 31,  8.170)
      (45, 43, 88.673)
      (45, 47, 40.938)
      (46, 13,  1.582)
      (46, 19,  4.649)
      (46, 22, 70.793)
      (46, 23, 31.954)
      (46, 25, 57.170)
      (46, 27, 24.475)
      (46, 31, 62.890)
      (46, 39, 83.269)
      (46, 40, 28.293)
      (46, 63, 88.822)
      (47,  5, 22.404)
      (47, 13, 44.910)
      (47, 15, 88.661)
      (47, 18, 70.845)
      (47, 20, 48.641)
      (47, 50, 91.912)
      (47, 61, 11.620)
      (48, 17, 21.703)
      (48, 25, 25.934)
      (48, 29, 35.225)
      (48, 39, 51.348)
      (48, 46, 21.804)
      (48, 55, 99.126)
      (48, 60, 22.808)
      (48, 61, 36.698)
      (49,  0, 58.230)
      (49,  2, 87.617)
      (49, 34, 47.936)
      (49, 37, 47.744)
      (49, 46, 33.880)
      (49, 58, 49.968)
      (49, 64, 18.387)
      (50,  1, 87.792)
      (50,  7, 95.023)
      (50, 39, 44.611)
      (50, 42, 78.165)
      (50, 43, 27.898)
      (50, 45,  4.192)
      (50, 63, 31.833)
      (51,  7, 11.472)
      (51, 19, 41.659)
      (51, 38, 33.109)
      (51, 40, 29.424)
      (51, 49, 38.978)
      (51, 55,  0.156)
      (52,  1, 31.698)
      (52,  9, 67.391)
      (52, 41, 30.321)
      (52, 49, 57.269)
      (52, 64, 35.635)
      (53, 15, 24.851)
      (53, 19, 84.646)
      (53, 28, 37.122)
      (53, 42, 97.009)
      (53, 46, 36.669)
      (54,  6, 17.780)
      (54, 23, 84.887)
      (54, 42, 82.398)
      (54, 43,  7.614)
      (54, 61, 75.839)
      (55,  1, 77.548)
      (55, 13, 83.075)
      (55, 21,  1.562)
      (55, 37, 48.958)
      (55, 40, 39.850)
      (55, 58, 95.394)
      (56, 20, 39.796)
      (56, 35, 20.521)
      (56, 43, 27.582)
      (56, 45, 85.362)
      (56, 46, 80.994)
      (56, 50,  6.921)
      (56, 58, 60.685)
      (57, 27,  9.692)
      (57, 54, 91.362)
      (57, 59, 39.757)
      (57, 61, 57.897)
      (58, 15, 24.128)
      (58, 26, 89.483)
      (58, 29, 30.907)
      (58, 35, 69.663)
      (58, 42, 54.838)
      (58, 50, 57.293)
      (58, 51, 38.136)
      (58, 54, 15.394)
      (58, 55, 22.590)
      (59,  2, 55.444)
      (59,  3, 69.290)
      (59, 24,  3.633)
      (59, 35, 43.826)
      (59, 42, 61.527)
      (59, 46, 81.349)
      (60,  1, 42.548)
      (60,  9, 96.637)
      (60, 25, 67.027)
      (60, 29, 89.440)
      (61, 15, 18.982)
      (61, 19,  1.427)
      (61, 28, 70.816)
      (61, 47, 96.337)
      (61, 50, 17.762)
      (61, 55,  8.711)
      (61, 64, 10.170)
      (62,  2, 25.438)
      (62, 21, 15.002)
      (62, 25, 36.187)
      (62, 27, 47.385)
      (62, 41, 66.595)
      (62, 53, 49.087)
      (63,  4, 57.166)
      (63,  5, 72.088)
      (63, 25, 29.005)
      (63, 43, 60.636)
      (63, 46, 29.310)
      (63, 48, 96.035)
      (63, 59,  6.489)
      (64,  2, 10.423)
      (64, 14, 23.562)
      (64, 22, 78.622)
      (64, 23, 18.732)
      (64, 41, 72.458)
      (64, 58, 86.078) } |E|=420 
---------------- 

** G25: |V|=65
(u, v, weight) E = { 
      ( 0,  6, 11.065)
      ( 0, 11,  4.642)
      ( 0, 17, 22.624)
      ( 0, 18, 69.168)
      ( 0, 26, 92.246)
      ( 0, 36, 84.316)
      ( 0, 38, 49.063)
      ( 0, 56,  3.806)
      ( 0, 58, 77.305)
      ( 0, 59, 54.291)
      ( 1,  2, 56.341)
      ( 1,  3,  3.537)
      ( 1, 33, 61.261)
      ( 1, 40, 23.387)
      ( 1, 63, 41.717)
      ( 1, 64, 62.362)
      ( 2, 11, 85.409)
      ( 2, 31, 85.276)
      ( 2, 43, 76.779)
      ( 2, 49, 97.098)
      ( 2, 51, 66.189)
      ( 2, 62, 75.871)
      ( 3,  8, 80.840)
      ( 3,  9, 17.179)
      ( 3, 17, 71.074)
      ( 3, 30, 67.146)
      ( 3, 42,  8.441)
      ( 3, 43, 13.631)
      ( 3, 53, 56.096)
      ( 3, 56, 40.982)
      ( 3, 64, 56.348)
      ( 4,  6, 24.122)
      ( 4, 15, 24.294)
      ( 4, 17,  5.066)
      ( 4, 30, 96.569)
      ( 4, 57, 39.505)
      ( 5, 28, 36.119)
      ( 5, 59, 72.562)
      ( 6,  2, 74.933)
      ( 6,  7, 29.066)
      ( 6, 14, 96.951)
      ( 6, 22, 23.040)
      ( 6, 36, 87.929)
      ( 6, 54, 14.110)
      ( 7,  3, 68.600)
      ( 7, 23, 37.903)
      ( 7, 41, 49.147)
      ( 7, 62, 52.033)
      ( 8, 18, 19.516)
      ( 8, 20, 99.181)
      ( 8, 25, 45.982)
      ( 8, 32, 98.058)
      ( 8, 55,  5.531)
      ( 8, 59, 41.502)
      ( 9, 15, 16.873)
      ( 9, 18, 91.224)
      (10, 17, 29.255)
      (10, 33,  5.813)
      (10, 48, 32.579)
      (10, 64, 47.562)
      (11, 15, 48.757)
      (11, 19, 89.439)
      (11, 20, 19.745)
      (11, 21, 74.642)
      (11, 36, 55.813)
      (11, 37, 70.186)
      (11, 45, 92.919)
      (11, 60, 59.562)
      (12, 15, 72.226)
      (12, 19,  1.967)
      (12, 21, 65.819)
      (12, 32, 52.650)
      (12, 45, 30.021)
      (12, 48, 52.509)
      (12, 50, 42.992)
      (12, 54,  7.009)
      (12, 58, 60.768)
      (12, 59,  7.574)
      (12, 62, 13.486)
      (13,  1, 11.750)
      (13,  8, 93.920)
      (13,  9, 37.955)
      (13, 10, 62.139)
      (13, 11, 53.060)
      (13, 38, 22.087)
      (13, 47,  6.749)
      (13, 58, 60.735)
      (13, 60, 79.536)
      (14, 48, 89.073)
      (14, 55, 82.608)
      (14, 56, 84.266)
      (14, 64, 68.772)
      (15,  0,  7.007)
      (15, 23, 22.015)
      (15, 39, 98.385)
      (15, 41, 49.531)
      (16,  4, 92.214)
      (16,  9, 88.843)
      (16, 11, 31.164)
      (16, 37,  9.661)
      (16, 45, 53.499)
      (16, 48, 77.096)
      (17,  6,  0.665)
      (17, 24, 51.282)
      (17, 33, 79.596)
      (17, 40, 16.161)
      (18,  0, 33.275)
      (18,  6, 33.774)
      (18, 12, 26.224)
      (18, 21, 54.527)
      (18, 37, 36.374)
      (18, 40, 23.068)
      (18, 41, 64.673)
      (18, 43, 40.770)
      (18, 44, 92.586)
      (18, 47, 68.671)
      (18, 54, 87.591)
      (19,  0, 92.985)
      (19, 54, 52.017)
      (19, 59, 30.364)
      (19, 63, 45.913)
      (19, 64, 90.881)
      (20, 16, 57.064)
      (20, 31, 63.843)
      (20, 35, 86.113)
      (20, 48,  3.721)
      (20, 61,  8.487)
      (21, 19, 72.961)
      (21, 44, 48.074)
      (21, 45,  4.137)
      (22,  0, 93.796)
      (22,  2, 18.321)
      (22, 13, 26.901)
      (22, 23, 25.646)
      (22, 30, 82.714)
      (22, 34, 41.424)
      (22, 58, 29.991)
      (22, 62, 83.425)
      (23, 12, 70.588)
      (23, 34, 36.976)
      (23, 40,  3.107)
      (23, 44, 10.954)
      (23, 50, 68.767)
      (23, 60,  1.540)
      (23, 62, 18.344)
      (24,  0, 73.263)
      (24,  7, 55.778)
      (24, 14,  3.789)
      (24, 15, 23.149)
      (24, 20,  6.287)
      (24, 31, 24.982)
      (24, 32,  8.555)
      (24, 38, 65.860)
      (24, 42, 51.310)
      (24, 58, 59.130)
      (24, 59, 43.365)
      (25,  2, 53.506)
      (25, 17, 35.488)
      (25, 19, 25.134)
      (25, 37, 28.668)
      (25, 54, 97.473)
      (25, 56, 67.025)
      (25, 57,  8.846)
      (25, 59, 22.183)
      (26,  0, 34.646)
      (26,  6, 52.682)
      (26,  8, 65.850)
      (26, 30, 17.824)
      (26, 34, 19.702)
      (26, 45, 94.616)
      (26, 54, 13.902)
      (26, 58, 89.608)
      (27, 10, 77.286)
      (27, 22, 64.063)
      (27, 48, 15.778)
      (27, 49, 25.060)
      (27, 54, 27.114)
      (27, 56,  4.713)
      (27, 58, 72.286)
      (27, 60, 95.596)
      (28, 15, 60.334)
      (28, 17, 54.855)
      (28, 38, 88.633)
      (28, 43, 65.485)
      (28, 55, 82.504)
      (29,  0, 85.053)
      (29,  6, 15.502)
      (29, 14, 72.218)
      (29, 22, 63.894)
      (29, 23, 32.179)
      (29, 30, 41.749)
      (29, 52, 89.509)
      (29, 58,  1.999)
      (29, 62,  8.467)
      (30, 34, 89.582)
      (30, 39, 89.851)
      (30, 46, 57.676)
      (30, 48, 43.759)
      (30, 60, 54.962)
      (31,  3, 22.634)
      (31,  6, 75.366)
      (31, 43, 80.124)
      (31, 63, 10.641)
      (32,  1, 40.040)
      (32, 17, 50.982)
      (32, 21, 67.056)
      (32, 29,  3.522)
      (32, 34, 53.156)
      (32, 36, 88.703)
      (32, 39, 20.497)
      (32, 46, 96.515)
      (32, 52, 87.832)
      (33, 18,  8.173)
      (33, 32, 70.853)
      (33, 34, 44.816)
      (33, 35, 55.511)
      (33, 37, 66.357)
      (33, 38, 27.241)
      (33, 57, 76.067)
      (34,  4, 18.898)
      (34, 18, 47.667)
      (34, 22, 18.999)
      (34, 23,  2.056)
      (34, 37, 12.506)
      (34, 39, 14.843)
      (34, 41, 86.842)
      (34, 42, 52.887)
      (34, 57,  8.855)
      (35, 11, 44.396)
      (35, 22, 33.259)
      (35, 23, 56.776)
      (35, 27,  4.682)
      (35, 29,  0.773)
      (35, 34, 48.684)
      (36,  0,  1.856)
      (36, 11, 75.616)
      (36, 13, 40.557)
      (36, 19, 18.931)
      (36, 21, 99.128)
      (36, 33, 11.448)
      (36, 34, 59.989)
      (36, 46, 90.418)
      (36, 49, 45.081)
      (36, 53, 10.200)
      (36, 58, 86.629)
      (36, 62, 97.642)
      (37,  0, 35.942)
      (37,  5, 85.341)
      (37, 11, 17.220)
      (37, 28, 91.785)
      (37, 62, 51.681)
      (37, 64, 74.181)
      (38,  2, 76.642)
      (38, 22, 72.702)
      (38, 29, 59.366)
      (38, 36, 80.893)
      (38, 44, 98.533)
      (38, 57, 27.834)
      (39, 15, 39.137)
      (39, 22, 38.832)
      (39, 47, 78.086)
      (39, 51, 87.335)
      (40,  1, 37.487)
      (40,  6, 68.769)
      (40,  8, 31.933)
      (40, 15, 89.076)
      (40, 16, 93.685)
      (40, 17, 54.123)
      (40, 42,  1.086)
      (40, 44, 54.393)
      (40, 50, 14.458)
      (41,  5, 75.665)
      (41, 15, 87.347)
      (41, 17, 63.914)
      (41, 19, 53.414)
      (41, 20,  3.713)
      (41, 34, 92.053)
      (41, 52, 51.921)
      (41, 53,  4.693)
      (41, 61, 35.095)
      (42,  2, 42.018)
      (42,  9, 33.673)
      (42, 24,  3.004)
      (42, 34, 63.251)
      (42, 40, 29.231)
      (42, 41, 10.365)
      (42, 51, 35.419)
      (43,  2, 75.572)
      (43, 15, 37.673)
      (43, 33, 42.766)
      (43, 54, 23.870)
      (43, 61, 91.512)
      (44,  2, 95.310)
      (44,  3, 85.917)
      (44,  7, 68.084)
      (44, 18, 39.984)
      (44, 32, 93.693)
      (44, 53, 90.571)
      (44, 56, 94.260)
      (45, 11, 61.197)
      (45, 16, 98.296)
      (46,  1, 49.982)
      (46, 11, 90.826)
      (46, 17, 85.697)
      (46, 29,  5.403)
      (47, 35, 16.324)
